Document identifier,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29
BOD+c4-0011,0.0016921047,0.0226758331,0.0004484651,0.0001578855,0.0015309112,0.0021061234,0.0220933184,0.0028072904,0.0005338246,0.0006087258,0.000448308,0.0011353605,0.0009955738,0.0017140313,0.0006211151,0.0008398098,0.0006215234,0.0006883061,0.0049834329,0.0018386085,0.0006739479,0.0056856216,0.0013930309,0.4701100671,0.0006827246,0.0007339823,0.0014778908,0.0018229738,0.4482778674,0.0006013421
BOD+c4-0012,0.0013474668,0.0859487202,0.0003571244,0.0001257283,0.0012191042,0.0016771606,0.0006206399,0.0022355181,0.0004250984,0.0004847441,0.0003569993,0.0009041169,0.0007928012,0.0013649275,0.00049461,0.0346144458,0.0004949352,0.0005481159,0.0039684367,0.0014641316,0.0005366822,0.0045276077,0.0011093066,0.0009583036,0.0005436713,0.0005844891,0.2557695088,0.2220986239,0.3739481175,0.0004788643
BOD+c4-0013,0.0013948147,0.0011226196,0.0003696732,0.0001301462,0.0012619417,0.0017360935,0.0006424482,0.0023140708,0.0004400357,0.0707787439,0.0003695437,0.0009358862,0.0183899007,0.001412889,0.0005119899,0.0006922616,0.0005123265,0.0005673759,0.0041078815,0.0015155789,0.0005555404,0.0398251843,0.0011482859,0.3172383267,0.0005627751,0.0006050272,0.0012182366,0.265041316,0.2641033956,0.0004956908
BOD+c4-0014,0.0014456113,0.0011635033,0.000383136,0.0001348859,0.0013078993,0.0017993188,0.000665845,0.0388165073,0.000456061,0.0005200511,0.0003830018,0.0009699695,0.0008505459,0.0014643438,0.0005306356,0.0189265537,0.0005309845,0.0005880387,0.004257483,0.0015707735,0.0005757721,0.004857382,0.0011901044,0.1649098332,0.3647648934,0.1462997104,0.0012626025,0.2382754713,0.0005853387,0.000513743
BOD+c4-0015,0.0015291442,0.001230735,0.0004052751,0.0001426801,0.0013834747,0.0019032903,0.0007043201,0.0025369305,0.0004824139,0.0005501016,0.0004051331,0.001026018,0.5016927477,0.0015489592,0.0005612978,0.0007589308,0.0005616668,0.0006220178,0.4089901941,0.0401840814,0.0006090424,0.0243993314,0.0012588732,0.0010875106,0.0006169739,0.0006632952,0.0013355605,0.0016474098,0.0006191618,0.000543429
BOD+c4-0016,0.0161301171,0.0009548582,0.0003144302,0.0001106975,0.1953419789,0.0014766562,0.0005464424,0.1514056609,0.0003742779,0.000426793,0.0003143201,0.0007960298,0.1650791606,0.0012017505,0.0004354795,0.0304762916,0.0004357658,0.0004825887,0.2724813283,0.0909515341,0.0004725219,0.0637612921,0.0009766891,0.0008437384,0.0004786754,0.0005146135,0.0010361865,0.0012781329,0.0004803729,0.0004216161
BOD+c4-0017,0.0011689093,0.0598356494,0.0003098006,0.0001090676,0.2071895323,0.0014549143,0.0005383968,0.3111372456,0.0003687671,0.000420509,0.0003096921,0.0007843093,0.0890300197,0.0011840563,0.0004290676,0.0005801423,0.0004293497,0.0004754832,0.2684693916,0.0012701145,0.0004655646,0.0480987766,0.0009623086,0.0008313155,0.0004716276,0.0005070365,0.00102093,0.001259314,0.0004733,0.0004154083
BOD+c4-0018,0.0014456113,0.0739998279,0.000383136,0.0001348859,0.0013078993,0.0017993188,0.000665845,0.2026982376,0.000456061,0.0005200511,0.0003830018,0.0009699695,0.2375686009,0.0014643438,0.0005306356,0.0007174725,0.0005309845,0.0005880387,0.2591846191,0.0744070981,0.0005757721,0.1323209501,0.0011901044,0.0010281029,0.0005832703,0.0006270612,0.0012626025,0.0015574164,0.0005853387,0.000513743
BOD+c4-0019,0.0011194615,0.0009010009,0.0002966952,0.0001044538,0.240727464,0.0013933677,0.0005156212,0.3825805047,0.0003531673,0.0004027204,0.0002965913,0.000751131,0.000658651,0.1280417208,0.0004109169,0.0005556008,0.0004111871,0.0004553691,0.2148098581,0.0153172468,0.00044587,0.0037614897,0.0009216004,0.0007961487,0.0004516765,0.0004855875,0.000977742,0.0012060418,0.0004532782,0.0003978355
BOD+c4-0020,0.010590801,0.0006269461,0.0002064503,7.26823647421956E-005,0.1773179251,0.000969551,0.0003587862,0.226964719,0.0002457454,0.0002802261,0.000206378,0.0005226616,0.0298938397,0.0498482665,0.0100977724,0.0003866053,0.0002861175,0.0003168608,0.4634507329,0.0106582438,0.000310251,0.0124292111,0.0006412799,0.0005539864,0.0003142914,0.0003378878,0.000680345,0.0008392035,0.0003154059,0.000276827
BOD+c4-0021,0.0014724228,0.0011850826,0.0003902419,0.0001373876,0.0384257594,0.0018326904,0.0006781943,0.2064576416,0.0004645194,0.0005296964,0.0003901053,0.0009879593,0.4830831563,0.0756787081,0.0005404772,0.0007307793,0.0561812366,0.0005989449,0.0228832471,0.0015999064,0.0005864509,0.0976814777,0.001212177,0.0010471709,0.0005940881,0.0006386912,0.0012860198,0.0015863015,0.0005961948,0.0005232713
BOD+c4-0022,0.0676106346,0.0007106154,0.0002340022,8.23822217546004E-005,0.000798806,0.0010989429,0.0004066681,0.2572543956,0.0002785415,0.0003176238,0.0002339203,0.0005924137,0.0005194751,0.0008943552,0.0003240883,0.0004381999,0.0003243014,0.0003591476,0.6142710484,0.0009593577,0.0003516557,0.0140879569,0.0007268622,0.0006279189,0.0003562352,0.0003829807,0.0341350009,0.0009511998,0.0003574985,0.0003137711
BOD+c4-0023,0.0446821597,0.0009271481,0.0003053054,0.000107485,0.0010422113,0.0449640147,0.0005305846,0.1470118473,0.0003634163,0.0004144074,0.0003051984,0.0007729289,0.0006777652,0.0011668755,0.0149329122,0.0005717244,0.0004231198,0.0004685839,0.3661443749,0.0012516851,0.0004588092,0.2650519167,0.0880087681,0.000819253,0.0004647842,0.0004996793,0.0155161866,0.0012410413,0.0004664324,0.0004093807
BOD+c4-0024,0.1769454122,0.0008644332,0.0002846537,0.0001002144,0.0009717132,0.0013368169,0.2169517834,0.0017818677,0.0003388338,0.0003863757,0.0949845304,0.0548349181,0.0006319192,0.0010879448,0.0139228076,0.0005330514,0.0003944987,0.0004368876,0.0572774,0.0011670175,0.0410134783,0.1794802119,0.1361698773,0.0142924045,0.0004333449,0.0004658796,0.0009380596,0.0011570937,0.0004348816,0.0003816891
BOD+c4-0025,0.0011038956,0.0008884727,0.0002925698,0.0001030014,0.0009987361,0.0013739932,0.0005084516,0.113069756,0.0003482566,0.0003971206,0.0002924673,0.0007406867,0.1814117876,0.0289277839,0.0004052032,0.0005478753,0.0004054696,0.0004490373,0.2674421394,0.0011994718,0.0004396703,0.156661898,0.0982423292,0.0007850784,0.1255885233,0.0004788355,0.0009641467,0.0150940639,0.0004469755,0.0003923037
BOD+c4-0026,0.0974387153,0.0007706064,0.0002537569,0.000089337,0.0008662421,0.0011917169,0.133102738,0.19455099,0.0003020563,0.0365249121,0.0002536681,0.265965903,0.0005633298,0.0009698577,0.0003514482,0.0004751932,0.0003516793,0.0003894672,0.0028197973,0.0131005058,0.0003813429,0.0273374359,0.085209331,0.0006809285,0.1209878895,0.0004153124,0.0128963994,0.0010315011,0.0003876789,0.00034026
BOD+c4-0027,0.0146025954,0.0008644332,0.0002846537,0.0001002144,0.0009717132,0.0013368169,0.325180328,0.0423675719,0.0003388338,0.0003863757,0.000284554,0.2171777349,0.0006319192,0.0281450809,0.0003942396,0.0275901875,0.0003944987,0.0004368876,0.2466773529,0.0417527217,0.0004277741,0.0441945312,0.0008841966,0.0007638364,0.0004333449,0.0004658796,0.0009380596,0.0011570937,0.0004348816,0.0003816891
BOD+c4-0028,0.00100598,0.0134811013,0.0002666188,9.38651334347142E-005,0.1149530734,0.0012521199,0.0004633519,0.0523547181,0.0003173662,0.2031048742,0.0002665254,0.0513607323,0.0005918826,0.0643761963,0.0130406978,0.0004992787,0.0003695044,0.0004092076,0.4084486772,0.0010930786,0.0004006715,0.0667373626,0.0008281764,0.0007154419,0.0004058894,0.0004363628,0.0008786268,0.0010837835,0.0004073287,0.0003575063
BOD+c4-0029,0.4171344516,0.0009842757,0.0003241172,0.0001141079,0.0011064288,0.0015221494,0.0159674079,0.0482412924,0.0003858087,0.0004399417,0.0003240037,0.0008205541,0.0007195267,0.0012387744,0.0004488958,0.0006069521,0.0004491909,0.0004974565,0.2654718737,0.2323907674,0.0004870794,0.0041091446,0.0010067792,0.0008697326,0.0004934226,0.0005304678,0.0010681096,0.0013175099,0.0004951723,0.0004346054
BOD+c4-0030,0.0010321373,0.0008307179,0.0002735514,9.63057989980633E-005,0.0009338137,0.0012846773,0.0004753999,0.0147132867,0.0003256183,0.2343878067,0.0002734556,0.0656971222,0.117615523,0.1180537623,0.0003788631,0.0005122609,0.0003791122,0.0004198478,0.2370562578,0.0011215006,0.0004110897,0.1204763232,0.0008497105,0.0527377116,0.0004164432,0.0134486257,0.0139023894,0.0011119639,0.00041792,0.0003668021
BOD+c4-0031,0.0015291442,0.001230735,0.0004052751,0.0001426801,0.0013834747,0.0019032903,0.0007043201,0.3107172714,0.0004824139,0.0005501016,0.0004051331,0.1551161885,0.0972060503,0.1556391296,0.0005612978,0.0007589308,0.0005616668,0.0006220178,0.0045034966,0.0016615388,0.0006090424,0.2170120445,0.0012588732,0.0010875106,0.0006169739,0.0006632952,0.0398581031,0.0016474098,0.0006191618,0.000543429
BOD+c4-0032,0.0154380122,0.0009138875,0.0003009387,0.0001059477,0.0010273051,0.1587412319,0.0720356938,0.2450269817,0.0003582185,0.0004084803,0.0003008333,0.0293669533,0.0006680714,0.0011501863,0.0576269524,0.0005635473,0.0147196077,0.000461882,0.0748567887,0.0012337828,0.0004522471,0.0753279865,0.0438424004,0.0008075356,0.0004581366,0.0004925327,0.0009917262,0.1299461475,0.0004597612,0.0719162235
BOD+c4-0033,0.0010596912,0.0008528947,0.013628843,9.88767764687346E-005,0.0009587428,0.0413629397,0.0004880912,0.2153259056,0.000334311,0.0003812184,0.0002807557,0.0007110267,0.0006234844,0.0010734229,0.0003889773,0.0005259362,0.000389233,0.000431056,0.1232528063,0.0011514402,0.0271180419,0.3105644009,0.0008723944,0.0274496185,0.2273433718,0.0004596611,0.0009255384,0.0011416488,0.0004290768,0.0003765943
BOD+c4-0034,0.0010596912,0.0008528947,0.013628843,9.88767764687346E-005,0.0009587428,0.001318973,0.0004880912,0.2153259056,0.000334311,0.0003812184,0.0002807557,0.0140590156,0.0006234844,0.3481211341,0.0003889773,0.0005259362,0.000389233,0.000431056,0.1232528063,0.0011514402,0.0004220641,0.2171284787,0.0008723944,0.0141016296,0.0004275606,0.0004596611,0.0009255384,0.0011416488,0.0404730435,0.0003765943
BOD+c4-0035,0.0012229274,0.0009842757,0.0003241172,0.0001141079,0.0011064288,0.0015221494,0.2470293658,0.0020289008,0.0003858087,0.0004399417,0.0003240037,0.0008205541,0.0007195267,0.0166429049,0.0004488958,0.0006069521,0.0004491909,0.0004974565,0.1114305684,0.1091577232,0.0004870794,0.2351711024,0.1242398234,0.0008697326,0.1391305973,0.0005304678,0.0010681096,0.0013175099,0.0004951723,0.0004346054
BOD+c4-0036,0.0009029993,0.0462239008,0.0002393254,8.42562986652473E-005,0.0008169777,0.0466210622,0.0004159193,0.0583695231,0.0002848779,0.0003248493,0.0002392416,0.0006058902,0.0005312925,0.1260317803,0.0003314609,0.0004481683,0.0003316788,0.0344901576,0.0367822714,0.0009811817,0.0003596553,0.321513997,0.0007433972,0.0006422032,0.1368556988,0.1027602128,0.034911523,0.0009728382,0.045862751,0.0003209089
BOD+c4-0037,0.0013032278,0.0010489057,0.0167610024,0.0001216005,0.0011790796,0.0180377003,0.0006002635,0.1663181521,0.0004111419,0.0004688294,0.0003452786,0.0008744337,0.0007667726,0.0013201153,0.0004783714,0.0334780118,0.0004786859,0.0005301206,0.1679941769,0.0014160624,0.0005190623,0.546093856,0.0010728867,0.0009268413,0.0005258219,0.0005652996,0.0175538471,0.0014040208,0.0005276866,0.0168787455
BOD+c4-0038,0.0015002476,0.0012074774,0.0003976165,0.0001399838,0.0013573308,0.1152510367,0.0006910103,0.0024889894,0.0004732976,0.0005397062,0.0003974772,0.0010066291,0.0008826919,0.001519688,0.1139344042,0.0007445891,0.0005510528,0.0006102634,0.1178021061,0.0016301403,0.0005975332,0.3451921049,0.0012350839,0.114450673,0.1706808849,0.0006507607,0.001310322,0.0016162783,0.0006074613,0.0005331597
BOD+c4-0039,0.0014724228,0.0011850826,0.0003902419,0.0001373876,0.0013321566,0.0018326904,0.1119590025,0.0024428266,0.0004645194,0.0005296964,0.0003901053,0.0009879593,0.0008663208,0.1869595163,0.0005404772,0.1120115875,0.0005408325,0.0005989449,0.0785236512,0.0015999064,0.0005864509,0.4500707036,0.001212177,0.0010471709,0.0005940881,0.0006386912,0.0383796225,0.0015863015,0.0005961948,0.0005232713
BOD+c4-0040,0.0146025954,0.0008644332,0.0002846537,0.0001002144,0.0009717132,0.0013368169,0.0004946943,0.0964818442,0.0003388338,0.0003863757,0.000284554,0.0954206223,0.0006319192,0.0010879448,0.0003942396,0.0005330514,0.0003944987,0.0004368876,0.4225487378,0.0011670175,0.0004277741,0.1659516438,0.0144127647,0.0007638364,0.1763047298,0.0004658796,0.0009380596,0.0011570937,0.0004348816,0.0003816891
BOD+c4-0041,0.0236515593,0.0007267809,0.0002393254,8.42562986652473E-005,0.0008169777,0.0011239423,0.0004159193,0.0014981232,0.0002848779,0.0003248493,0.0002392416,0.0006058902,0.0005312925,0.0805346604,0.0003314609,0.0004481683,0.0003316788,0.0003673176,0.2073964711,0.0578525816,0.0117339353,0.0257827176,0.0007433972,0.0461393231,0.2278499386,0.000391693,0.1941514427,0.0009728382,0.1141084308,0.0003209089
BOD+c4-0042,0.0011519484,0.0154372185,0.0003053054,0.000107485,0.0010422113,0.0014338034,0.0005305846,0.0019111428,0.0003634163,0.0004144074,0.0003051984,0.2909743379,0.058718047,0.2768582141,0.0004228418,0.0150817949,0.0004231198,0.0004685839,0.0033926137,0.0012516851,0.0004588092,0.1054411418,0.0880087681,0.000819253,0.0004647842,0.0004996793,0.0445363275,0.0012410413,0.0004664324,0.0874698034
BOD+c4-0043,0.0013474668,0.0010845115,0.0003571244,0.0001257283,0.0012191042,0.0016771606,0.0006206399,0.0022355181,0.0004250984,0.0004847441,0.0003569993,0.1366868509,0.0856570099,0.0013649275,0.00049461,0.0006687623,0.0004949352,0.0005481159,0.3264524298,0.3748666499,0.0005366822,0.0554461329,0.0011093066,0.0009583036,0.0005436713,0.0005844891,0.0011768827,0.0014516812,0.0005455992,0.0004788643
BOD+c4-0044,0.0014197588,0.0011426959,0.0003762842,0.0001324737,0.0012845095,0.0017671408,0.0006539374,0.1096560952,0.000447905,0.0005107508,0.0003761524,0.0009526231,0.0008353352,0.0014381563,0.000521146,0.0901218423,0.0005214886,0.054227843,0.1651323058,0.0015426827,0.0005654753,0.219371797,0.0190522614,0.0010097169,0.197290681,0.1257999281,0.0012400228,0.0015295644,0.0005748708,0.0005045555
BOD+c4-0045,0.0010740273,0.0143930012,0.0002846537,0.0001002144,0.0009717132,0.0825082253,0.0004946943,0.2994103652,0.0003388338,0.0003863757,0.1085130985,0.0007206458,0.0006319192,0.0010879448,0.0003942396,0.0005330514,0.0003944987,0.0004368876,0.0843345361,0.0011670175,0.0004277741,0.0306659631,0.0008841966,0.0007638364,0.3657046828,0.0004658796,0.0009380596,0.0011570937,0.0004348816,0.0003816891
BOD+c4-0046,0.00100598,0.0008096651,0.0002666188,9.38651334347142E-005,0.0009101482,0.0012521199,0.0764919687,0.2044119518,0.0003173662,0.000361896,0.0002665254,0.2414322744,0.0005918826,0.0010190157,0.0003692617,0.0004992787,0.0003695044,0.0004092076,0.3450914965,0.0010930786,0.0004006715,0.1174231071,0.0008281764,0.0007154419,0.0004058894,0.0004363628,0.0008786268,0.0010837835,0.0004073287,0.0003575063
BOD+c4-0047,0.0015002476,0.0012074774,0.0003976165,0.0001399838,0.0013573308,0.05855918,0.057382867,0.0591808461,0.0004732976,0.0572315629,0.0003974772,0.0010066291,0.0008826919,0.001519688,0.0005506908,0.0007445891,0.0005510528,0.0006102634,0.0044183928,0.0016301403,0.0572893899,0.5341649605,0.0012350839,0.0010669596,0.0383998859,0.0006507607,0.1146940354,0.0016162783,0.0006074613,0.0005331597
BOD+c4-0048,0.1484060349,0.0009407992,0.0003098006,0.0001090676,0.0010575566,0.0014549143,0.0005383968,0.1197289824,0.0003687671,0.0151442216,0.0003096921,0.0007843093,0.0006877444,0.0011840563,0.0004290676,0.0005801423,0.0004293497,0.0004754832,0.3420879543,0.1632309526,0.0004655646,0.136441052,0.0009623086,0.0008313155,0.0151953401,0.0005070365,0.00102093,0.001259314,0.0004733,0.044586546
BOD+c4-0049,0.0013249781,0.0010664114,0.0003511641,0.0001236299,0.1180257638,0.0016491695,0.0006102817,0.052266925,0.0004180036,0.0004766539,0.0003510411,0.0008890276,0.0007795697,0.0013421474,0.0004863552,0.000657601,0.000486675,0.0005389681,0.3376936506,0.1850249908,0.0005277252,0.2214164834,0.0010907927,0.0009423099,0.0005345977,0.0005747343,0.0679155301,0.0014274533,0.0005364934,0.0004708722
BOD+c4-0050,0.0020399375,0.0273371282,0.0005406526,0.0001903408,0.0018456087,0.0025390628,0.0009395902,0.0033843633,0.0006435588,0.0007338568,0.0005404632,0.0013687477,0.0012002262,0.0020663714,0.0007487929,0.001012443,0.0007492852,0.0008297958,0.0060078385,0.2591693594,0.0008124862,0.6492363768,0.0016793855,0.0271460614,0.000823067,0.0008848614,0.0017816893,0.0021977084,0.0008259857,0.0007249553
BOD+c4-0051,0.0009811157,0.000789653,0.0249765145,9.15451172215686E-005,0.0008876525,0.0630123858,0.0004518995,0.1128519073,0.000309522,0.0003529512,0.0002599378,0.0006583044,0.0005772533,0.1987257135,0.0003601348,0.0004869383,0.0003603716,0.0003990934,0.1759048916,0.0010660615,0.0003907683,0.0280131212,0.0008077068,0.0006977587,0.0003958572,0.0004255774,0.124439338,0.0381317245,0.2228456308,0.00034867
BOD+c4-0052,0.001370732,0.0183691295,0.0003632904,0.0001278991,0.0012401531,0.1398332623,0.0006313558,0.0195400093,0.0004324381,0.0004931136,0.0003631632,0.0009197273,0.0008064896,0.0013884942,0.0005031499,0.0006803091,0.0005034807,0.0005575797,0.0040369553,0.0014894111,0.0005459485,0.5053166782,0.0011284598,0.0009748495,0.1386802024,0.0005945809,0.1220584537,0.0014767458,0.0005550195,0.0350189183
BOD+c4-0053,0.0023406566,0.0018838824,0.0006203534,0.0002184,0.0021176807,0.1798123935,0.0010781007,0.0038832721,0.0007384296,0.000842039,0.0006201361,0.4143349321,0.0013771586,0.0613373315,0.0008591769,0.0011616932,0.0008597417,0.0009521209,0.0953430055,0.0025433127,0.0009322595,0.125797502,0.0019269535,0.0311478214,0.0009444002,0.001015304,0.0020443386,0.0025216854,0.0599140933,0.0008318252
BOD+c4-0054,0.0008276848,0.0006661638,0.0002193645,7.72289124824001E-005,0.2405378576,0.0427326382,0.0003812296,0.1264804872,0.0002611177,0.0002977553,0.0002192877,0.000555356,0.2715528286,0.00083841,0.0003038154,0.0004107889,0.0003040152,0.0003366816,0.1379705462,0.1260066611,0.0003296583,0.0444835324,0.0006813943,0.0005886403,0.0003339514,0.0003590239,0.0007229031,0.0008916988,0.0003351357,0.0002941436
BOD+c4-0055,0.0010188908,0.0008200564,0.0002700406,9.50698043896418E-005,0.0009218291,0.1167747489,0.038971485,0.0915288282,0.0003214393,0.0003665406,0.000269946,0.1290242719,0.0005994789,0.0010320938,0.0003740008,0.0005056865,0.0003742467,0.1159210186,0.0543369931,0.0011071072,0.0004058137,0.3884454274,0.0521750538,0.0007246239,0.0004110986,0.0004419631,0.0008899032,0.0010976929,0.0004125564,0.0003620946
BOD+c4-0056,0.00100598,0.0008096651,0.0002666188,9.38651334347142E-005,0.0135815843,0.0012521199,0.0004633519,0.0523547181,0.0003173662,0.000361896,0.0002665254,0.0006749877,0.127306244,0.0517047602,0.0003692617,0.0004992787,0.0003695044,0.0004092076,0.4464629856,0.0010930786,0.0004006715,0.294823213,0.0008281764,0.0007154419,0.0004058894,0.0004363628,0.0008786268,0.0010837835,0.0004073287,0.0003575063
BOD+c4-0057,0.000810779,0.0006525572,0.0002148839,7.5651486755309E-005,0.2049868042,0.0010091578,0.0616494213,0.123897082,0.0002557843,0.0002916735,0.0002148087,0.0209693389,0.0004770333,0.0008212853,0.0002976099,0.0004023984,0.0002978056,0.0003298047,0.5742969654,0.000880977,0.000322925,0.0027242894,0.0006674766,0.0005766171,0.0003271304,0.0003516907,0.0007081376,0.0008734855,0.0003282904,0.0002881356
BOD+c4-0058,0.0008025825,0.0006459602,0.0002127116,7.48866941781743E-005,0.0714920598,0.0009989558,0.0003696675,0.0013315265,0.0002531985,0.0002887249,0.0002126371,0.0005385131,0.5767090935,0.0008129825,0.0002946012,0.0003983304,0.0002947949,0.0003264706,0.3359745199,0.0008720708,0.0003196604,0.0026967484,0.0006607288,0.0005707879,0.0003238233,0.0003481353,0.0007009787,0.0008646551,0.0003249716,0.0002852227
BOD+c4-0059,0.0113718528,0.0006731822,0.0002216756,7.80425536760936E-005,0.3800328561,0.0010410536,0.1268106223,0.0013876394,0.0002638687,0.0003008922,0.000221598,0.000561207,0.147988383,0.0008472431,0.0003070163,0.0004151167,0.0003072181,0.0003402287,0.3079912962,0.0114442694,0.0003331314,0.0028103942,0.0006885731,0.0005948419,0.0003374698,0.0003628064,0.0007305192,0.0009010932,0.0003386665,0.0002972425
BOD+c4-0060,0.0010596912,0.0008528947,0.0002808541,9.88767764687347E-005,0.1744825984,0.001318973,0.2540998801,0.0017580833,0.000334311,0.0003812184,0.0002807557,0.2142788489,0.0006234844,0.0010734229,0.0003889773,0.0005259362,0.000389233,0.000431056,0.3368206286,0.0011514402,0.0004220641,0.0035606564,0.0008723944,0.0007536408,0.0004275606,0.0004596611,0.0009255384,0.0011416488,0.0004290768,0.0003765943
BOD+c4-0061,0.0010596912,0.0008528947,0.0002808541,9.88767764687346E-005,0.0009587428,0.001318973,0.3074918357,0.0017580833,0.000334311,0.0003812184,0.0002807557,0.0007110267,0.0006234844,0.0010734229,0.0003889773,0.0005259362,0.000389233,0.000431056,0.5103444842,0.0411954069,0.0004220641,0.0969965787,0.0008723944,0.0007536408,0.0271235384,0.0004596611,0.0009255384,0.0011416488,0.0004290768,0.0003765943
BOD+c4-0062,0.0571246475,0.0007186073,0.0002366339,8.33087219374459E-005,0.0008077896,0.001111302,0.2140920954,0.2489012106,0.0002816741,0.0003211959,0.000236551,0.0005990762,0.0005253174,0.0009044135,0.0003277332,0.000443128,0.0003279486,0.0003631867,0.42999123,0.000970147,0.0003556105,0.0142463952,0.0007350367,0.0006349807,0.0116066023,0.0003872879,0.0007798133,0.012208258,0.0003615191,0.0003172999
BOD+c4-0063,0.0009933923,0.0007995339,0.0002632826,9.26906102859304E-005,0.0008987596,0.0012364523,0.000457554,0.1142640097,0.0003133951,0.0003573677,0.0002631904,0.1132824615,0.1882776761,0.0010062648,0.0003646411,0.0004930313,0.0003648809,0.0879942471,0.390824928,0.0761566809,0.0003956579,0.0158507661,0.0008178136,0.0007064897,0.0004008105,0.0004309026,0.0008676327,0.0010702223,0.0004022319,0.0003530329
